uuid,year,country_code,country_name,keywords,title,abstract,w,e,s,n,download_url,metadata_url,latitude,longitude
ee1c33a0-88fd-11da-a88f-000d939bc5d8,,BD,Bangladesh,Soil,General soil map (Bangladesh),General soil map (2 sheets; hand-coloured + bandw),88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ee1c33a0-88fd-11da-a88f-000d939bc5d8/resources/bangladesh-408-general_soil_map-bw-soils-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/ee1c33a0-88fd-11da-a88f-000d939bc5d8,23.5424948728908,90.27581655856606
2cf9458d-8ae0-464b-a95a-42819f0b0d64,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Additional crop production possible from introduction of irrigated Irri rice - Bangladesh),"Includes:
Additional crop production possible from introduction of irrigated Irri rice (Map 4)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/2cf9458d-8ae0-464b-a95a-42819f0b0d64/resources/bangladesh-396-additional_crop_production,sheet4-land_use-1-2,000,000.jpg",https://data.apps.fao.org/catalog/iso/2cf9458d-8ae0-464b-a95a-42819f0b0d64,24.319425651066787,89.72006240850087
8df956a7-f797-4489-81c0-a21e4d4eaada,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Areas best suited for concentrated extension effort for Irri rice varieties and Jute - Bangladesh),"Includes:
Areas best suited for concentrated extension effort for Irri rice varieties and Jute (Map 1)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/8df956a7-f797-4489-81c0-a21e4d4eaada/resources/bangladesh-396-areas_best_suited_for_concentrated_extion,sheet1-land_use-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/8df956a7-f797-4489-81c0-a21e4d4eaada,24.43823832327771,89.50064946459662
f3db0efc-f938-45d7-94f3-74bdabf1c465,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Flooding conditions and drainage potentials - Bangladesh),"Includes:
Flooding conditions and drainage potentials (Map 6)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/f3db0efc-f938-45d7-94f3-74bdabf1c465/resources/bangladesh-396-flooding_conditions_and_drainage_potentials,sheet6-land_use-1-2,000,000.jpg",https://data.apps.fao.org/catalog/iso/f3db0efc-f938-45d7-94f3-74bdabf1c465,24.830535469598438,90.18643610643919
8520b45d-fea0-46c1-b4d5-00ba7c34e742,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Land development units - Bangladesh),"Includes:
Land development units (Map 7)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/8520b45d-fea0-46c1-b4d5-00ba7c34e742/resources/bangladesh-396-land_development-land_use-1-2,000,000.jpg",https://data.apps.fao.org/catalog/iso/8520b45d-fea0-46c1-b4d5-00ba7c34e742,24.995618961169995,88.68004522087885
0fc33b8e-b806-426e-be66-21b92bf5f81a,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Land suitability for broadcast Irri Aus - Bangladesh),"Includes:
Land suitability for broadcast Irri Aus (Map 2)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/0fc33b8e-b806-426e-be66-21b92bf5f81a/resources/bangladesh-396-land_suitability_for_broadcast_irri_aus-sheet2-land_use-1-2,000,000.jpg",https://data.apps.fao.org/catalog/iso/0fc33b8e-b806-426e-be66-21b92bf5f81a,23.883606185774518,90.16126085604732
dee169e3-54b4-4ce7-aafb-78b77404a482,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Proportion of land suitable for cultivation of oilseeds - Bangladesh),"Includes:
Proportion of land suitable for cultivation of oilseeds (mainly groundnuts, mustard and rapeseed (Map 5)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/dee169e3-54b4-4ce7-aafb-78b77404a482/resources/bangladesh-396-proportion_of_land_suitable_for_cultivation_of_oilseeds,sheet5-land_use-1-2,000,000.jpg",https://data.apps.fao.org/catalog/iso/dee169e3-54b4-4ce7-aafb-78b77404a482,24.50683263332443,90.02316722998526
812aef49-7170-420e-bacf-93960cfd809e,1971,BD,Bangladesh,"Drainage,Flooding,Land,Land Resources,Land Use,Rice,Water Resources",Land and water resources sector study (Proportion of land suitable for transplanted Irri aman - Bangladesh),"Includes:
Proportion of land suitable for transplanted Irri aman (Map 3)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/812aef49-7170-420e-bacf-93960cfd809e/resources/bangladesh-396-proportion_of_land_suitable_for_transplanted_irri_aman,sheet3-land_use-1-2,000,000.jpg",https://data.apps.fao.org/catalog/iso/812aef49-7170-420e-bacf-93960cfd809e,24.675203755488557,90.20811209020975
90d80d05-8f1d-4883-816d-023a5f16e578,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 10 - Bangladesh),"Include:
Jaydebpur; Narsinghdi; Manikganj; Dhaka; Narayanganj; Munshiganj (District map 10); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/90d80d05-8f1d-4883-816d-023a5f16e578/resources/bangladesh-2694-land_resources_inventory_bangladesh,map10-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/90d80d05-8f1d-4883-816d-023a5f16e578,23.51463272663843,89.33768510804776
153b3620-625e-4455-ac86-a8ce6f2b6994,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 11 - Bangladesh),"Include:
Brahmanbaria; Comilla; Chandpur (District map 11); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/153b3620-625e-4455-ac86-a8ce6f2b6994/resources/bangladesh-2694-land_resources_inventory_bangladesh,map11-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/153b3620-625e-4455-ac86-a8ce6f2b6994,23.10757098441739,89.05738614689687
e15308bf-03f3-4815-b780-c34a4c611820,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 12 - Bangladesh),"Include:-
Satkhira; Khulna; Bagerhat (District map 12); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/e15308bf-03f3-4815-b780-c34a4c611820/resources/bangladesh-2694-land_resources_inventory_bangladesh,map12-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/e15308bf-03f3-4815-b780-c34a4c611820,25.038457103060058,90.03178526133199
599e800c-2618-4568-bfb7-8cefb1c11c96,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 13 - Bangladesh),"Include:
Barisal;  Jhalakati; Pirojpur; Patuakhali; Bhola; Barguna (District map 13); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/599e800c-2618-4568-bfb7-8cefb1c11c96/resources/bangladesh-2694-land_resources_inventory_bangladesh,map13-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/599e800c-2618-4568-bfb7-8cefb1c11c96,25.016315838006932,89.89664934351289
4688c215-2ae2-428c-a201-66f87be4ecc6,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 14 - Bangladesh),"Include:
Lakshmipur; Feni; Noakhali (District map 14); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/4688c215-2ae2-428c-a201-66f87be4ecc6/resources/bangladesh-2694-land_resources_inventory_bangladesh,map14-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/4688c215-2ae2-428c-a201-66f87be4ecc6,25.576651625444516,89.64921525291189
382e043d-bfb3-4f53-b9d5-1a5ba15f3ddc,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 15 - Bangladesh),"Include:
Khagrachhari; Rangamati; Chittagong (District map 15); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/382e043d-bfb3-4f53-b9d5-1a5ba15f3ddc/resources/bangladesh-2694-land_resources_inventory_bangladesh,map15-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/382e043d-bfb3-4f53-b9d5-1a5ba15f3ddc,22.621219052628916,90.14395700924408
55969d0e-724b-40f7-8246-b4bcbc53fbc0,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 16 - Bangladesh),"Include:
Rangamati; Chittagong; Bandarban (District map 16); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/55969d0e-724b-40f7-8246-b4bcbc53fbc0/resources/bangladesh-2694-land_resources_inventory_bangladesh,map16-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/55969d0e-724b-40f7-8246-b4bcbc53fbc0,26.207832992070262,88.72259524148302
2d84f8a1-d701-47b8-80a4-d0cbc511a3ef,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 17 - Bangladesh),"Include:
Cox's Bazar; Bandarban (District map 17); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/2d84f8a1-d701-47b8-80a4-d0cbc511a3ef/resources/bangladesh-2694-land_resources_inventory_bangladesh,map17-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/2d84f8a1-d701-47b8-80a4-d0cbc511a3ef,22.19835855731711,89.76754169942573
31498791-37cd-48fb-aa0d-bfb744f19eaf,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 2 - Bangladesh),"Include:
Nilphamari; Lalmanirhat;  Rangpur; Gaibandha; Kurigram (District map 2) - (Land use Map)",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/31498791-37cd-48fb-aa0d-bfb744f19eaf/resources/bangladesh-2694-land_resources_inventory_bangladesh,map2-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/31498791-37cd-48fb-aa0d-bfb744f19eaf,24.95588528695055,89.92671694989177
e5f11a45-6e95-48ab-a908-91e64d4f9767,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 3 - Bangladesh),"Include:
Naogaon; Nawabganj; Nator; Rajshahi (District map 3); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/e5f11a45-6e95-48ab-a908-91e64d4f9767/resources/bangladesh-2694-land_resources_inventory_bangladesh,map3-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/e5f11a45-6e95-48ab-a908-91e64d4f9767,26.31698043471229,88.65738626287302
05e0908a-9da4-49c9-89fd-10464d1633e9,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 4 - Bangladesh),"Include:
Jaipurhat; Bogra; Sirajganj; Pabna (District map 4); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/05e0908a-9da4-49c9-89fd-10464d1633e9/resources/bangladesh-2694-land_resources_inventory_bangladesh,map4-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/05e0908a-9da4-49c9-89fd-10464d1633e9,22.606118165764737,89.3528821486104
b1f138b0-8a0f-4c44-85fb-305ccde7f513,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 5 - Bangladesh),"Include:
Sherpur; Jamalpur; Tangail (District map 5); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/b1f138b0-8a0f-4c44-85fb-305ccde7f513/resources/bangladesh-2694-land_resources_inventory_bangladesh,map5-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/b1f138b0-8a0f-4c44-85fb-305ccde7f513,22.324668776330107,89.1310289396222
eeaa0e64-6194-4fad-84f7-d4e0142275af,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 6 - Bangladesh),"Include:
Netrakona; Mymensingh; Kishoreganj (District Map 6); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/eeaa0e64-6194-4fad-84f7-d4e0142275af/resources/bangladesh-2694-land_resources_inventory_bangladesh,map6-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/eeaa0e64-6194-4fad-84f7-d4e0142275af,24.588146448953925,88.78784709121894
8fafda98-7ee4-4fde-bdea-ba1cfbeb4c0b,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 7 - Bangladesh),"Include:
Sunamganj; Sylhet; Habiganj; Moulvi Bazar (District map 7); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/8fafda98-7ee4-4fde-bdea-ba1cfbeb4c0b/resources/bangladesh-2694-land_resources_inventory_bangladesh,map7-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/8fafda98-7ee4-4fde-bdea-ba1cfbeb4c0b,23.422039748559605,90.01540710949219
aa2d387b-e46f-4d6e-aa13-f3109970b4bf,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 8 - Bangladesh),"Include:
Kushtia; Meherpur; Chuadanga; Jhenaidah; Magura; Narail; Jessore (District map 8); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/aa2d387b-e46f-4d6e-aa13-f3109970b4bf/resources/bangladesh-2694-land_resources_inventory_bangladesh,map8-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/aa2d387b-e46f-4d6e-aa13-f3109970b4bf,24.37852657386086,88.82146437866483
6c292ade-266f-4251-b023-13f8d5b57512,1985,BD,Bangladesh,"Climate,Crops,Land,Land Resources,Soil",Land Resources Inventory (District map 9 - Bangladesh),"Include:
Goalanda; Faridpur; Madaripur; Sariatpur; Gopalganj (District map 9); Land use Map",88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/6c292ade-266f-4251-b023-13f8d5b57512/resources/bangladesh-2694-land_resources_inventory_bangladesh,map9-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/6c292ade-266f-4251-b023-13f8d5b57512,25.706146259616077,88.81985629230734
e45b40e0-88fd-11da-a88f-000d939bc5d8,1972,BD,Bangladesh,"Land,Land Use",Land use associations (Bangladesh),Land use associations,88.040000,92.660000,20.740000,26.620000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/e45b40e0-88fd-11da-a88f-000d939bc5d8/resources/bangladesh-3479-land_use_associations-land_use-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/e45b40e0-88fd-11da-a88f-000d939bc5d8,23.805305495459002,88.81761254735736
f64436e0-88fd-11da-a88f-000d939bc5d8,,BF,Burkina Faso,Soil,Carte des associations des sols du Burkina Faso,Carte des associations des sols du Burkina Faso,-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/f64436e0-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-4467-carte_des_associations_des_sols_du_burkina_faso-soils-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/f64436e0-88fd-11da-a88f-000d939bc5d8,14.329206264889411,-0.289607919374796
ef1c1770-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Bereba (Burkina Faso),Carte pédologique: Bereba,-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef1c1770-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-541-carte_pedologique_haute_volta-bereba-soils1-1-50,000.jpg",https://data.apps.fao.org/catalog/iso/ef1c1770-88fd-11da-a88f-000d939bc5d8,14.842524584731464,-0.2676504205693542
eda296d0-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Dakiri (Burkina Faso),Carte pédologique: Dakiri; (Soil Map Sheet 1 and 2),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/eda296d0-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-534-carte_pedologique_haute_volta-dakiri-_feuille2-soils8-1-5,000.jpg",https://data.apps.fao.org/catalog/iso/eda296d0-88fd-11da-a88f-000d939bc5d8,11.352656652019995,0.7093212721182427
eda296d0-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Dakiri (Burkina Faso),Carte pédologique: Dakiri; (Soil Map Sheet 1 and 2),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/eda296d0-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-534-carte_pedologique_haute_volta-dakiri-_feuille1-soils8-1-5,000.jpg",https://data.apps.fao.org/catalog/iso/eda296d0-88fd-11da-a88f-000d939bc5d8,11.503247472590754,1.5689543455440633
cb48cbe0-88fd-11da-a88f-000d939bc5d8,1964,BF,Burkina Faso,"Soil,Volta River Basin,Watersheds",Carte pédologique des bassins versants des voltas rouge et blanche (Burkina Faso),Carte pédologique des bassins versants des voltas rouge et blanche; (Soil Map),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/cb48cbe0-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-533-carte_pedologique_des_bassin_versants_des_voltas_rouge_et_blanche-soils-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/cb48cbe0-88fd-11da-a88f-000d939bc5d8,9.990471594150478,-3.6425677790165505
ef197f60-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Katana (Burkina Faso),Carte pédologique: Katana; Soil Map (Sheet 1 and 2),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef197f60-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-540-carte_pedologique_haute_volta-katana_feuille_2-soils2-1-20,000.jpg",https://data.apps.fao.org/catalog/iso/ef197f60-88fd-11da-a88f-000d939bc5d8,13.776231305048697,-1.1092858241144636
ef197f60-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Katana (Burkina Faso),Carte pédologique: Katana; Soil Map (Sheet 1 and 2),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef197f60-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-540-carte_pedologique_haute_volta-katana_feuille_1-soils2-1-20,000.jpg",https://data.apps.fao.org/catalog/iso/ef197f60-88fd-11da-a88f-000d939bc5d8,10.377871549772292,-3.7749059952628574
ef0497d0-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Kougny (Burkina Faso),Carte pédologique: Kougny,-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef0497d0-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-539-carte_pedologique_haute_volta-kougny-soils3-1-10,000.jpg",https://data.apps.fao.org/catalog/iso/ef0497d0-88fd-11da-a88f-000d939bc5d8,13.02657643478381,0.1992417713761192
ef018a90-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Lantaogo (Burkina Faso),Carte pédologique: Lantaogo,-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef018a90-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-538-carte_pedologique_haute_volta-lantaogo-soils4-1-10,000.jpg",https://data.apps.fao.org/catalog/iso/ef018a90-88fd-11da-a88f-000d939bc5d8,11.840714937873475,-5.076175698985465
eda66760-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Louda (Burkina Faso),Carte pédologique: Louda; Soil Map (Sheet 1 and 2),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/eda66760-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-536-carte_pedologique_haute_volta-louda-feuille2-soils6-1-5,000.jpg",https://data.apps.fao.org/catalog/iso/eda66760-88fd-11da-a88f-000d939bc5d8,11.810894482517842,-3.8157324657963194
eda66760-88fd-11da-a88f-000d939bc5d8,1961,BF,Burkina Faso,Soil,Carte pédologique: Louda (Burkina Faso),Carte pédologique: Louda; Soil Map (Sheet 1 and 2),-5.520000,2.390000,9.390000,15.080000,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/eda66760-88fd-11da-a88f-000d939bc5d8/resources/burkina_faso-536-carte_pedologique_haute_volta-louda-feuille1-soils6-1-5,000.jpg",https://data.apps.fao.org/catalog/iso/eda66760-88fd-11da-a88f-000d939bc5d8,11.216991428182855,-2.0642818039127193
